sex,geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
male,CH,202009,39,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,242355,0,0.696,69.6,4302599,0.91,0.91,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-09,NA,NA,NA,NA
female,CH,202009,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,269086,0,0.304,30.4,4367701,0.39,0.39,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-09,NA,NA,NA,NA
unknown,CH,202009,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-09,NA,NA,NA,NA
male,CH,202010,187,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,226,242355,0,0.496,49.6,4302599,4.35,5.25,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-10,148,3.44,379.5,-19.999999999999993
female,CH,202010,190,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207,269086,0,0.504,50.4,4367701,4.35,4.74,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-10,173,3.96,1017.6,20
unknown,CH,202010,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-10,0,NA,NA,0
male,CH,202011,1121,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1347,242355,0,0.495,49.5,4302599,26.05,31.31,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-11,934,21.7,499.5,-0.10000000000000142
female,CH,202011,1143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1350,269086,0,0.505,50.5,4367701,26.17,30.91,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-11,953,21.82,501.6,0.10000000000000142
unknown,CH,202011,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-11,1,NA,NA,0
male,CH,202012,3178,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4525,242355,0,0.485,48.5,4302599,73.86,105.17,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-12,2057,47.81,183.5,-1
female,CH,202012,3378,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4728,269086,0,0.515,51.5,4367701,77.34,108.25,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-12,2235,51.17,195.5,1
unknown,CH,202012,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-12,2,NA,200,0
male,CH,202013,3410,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7935,242355,0,0.464,46.400000000000006,4302599,79.25,184.42,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-13,232,5.39,7.3,-2.0999999999999943
female,CH,202013,3928,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8656,269086,0,0.535,53.5,4367701,89.93,198.18,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-13,550,12.59,16.3,2
unknown,CH,202013,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,134,0,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-13,5,NA,166.7,0.1
male,CH,202014,2699,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10634,242355,0,0.448,44.800000000000004,4302599,62.73,247.15,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-14,-711,-16.52,-20.9,-1.6000000000000014
female,CH,202014,3322,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11978,269086,0,0.551,55.1,4367701,76.06,274.24,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-14,-606,-13.87,-15.4,1.6000000000000014
unknown,CH,202014,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,134,0,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-14,-4,NA,-50,0
male,CH,202015,1533,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12167,242355,0,0.426,42.6,4302599,35.63,282.78,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-15,-1166,-27.1,-43.2,-2.200000000000003
female,CH,202015,2068,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14046,269086,0,0.574,57.4,4367701,47.35,321.59,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-15,-1254,-28.71,-37.7,2.299999999999997
unknown,CH,202015,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-15,-3,NA,-75,-0.1
male,CH,202016,712,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12879,242355,0,0.387,38.7,4302599,16.55,299.33,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-16,-821,-19.08,-53.6,-3.8999999999999986
female,CH,202016,1127,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15173,269086,0,0.613,61.3,4367701,25.8,347.39,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-16,-941,-21.55,-45.5,3.8999999999999986
unknown,CH,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-16,-1,NA,-100,0
male,CH,202017,496,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13375,242355,0,0.425,42.5,4302599,11.53,310.86,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-17,-216,-5.02,-30.3,3.799999999999997
female,CH,202017,671,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15844,269086,0,0.575,57.49999999999999,4367701,15.36,362.75,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-17,-456,-10.44,-40.5,-3.8000000000000043
unknown,CH,202017,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-17,0,NA,NA,0
male,CH,202018,300,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13675,242355,0,0.429,42.9,4302599,6.97,317.83,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-18,-196,-4.56,-39.5,0.3999999999999986
female,CH,202018,398,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16242,269086,0,0.569,56.89999999999999,4367701,9.11,371.87,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-18,-273,-6.25,-40.7,-0.6000000000000014
unknown,CH,202018,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,134,0,0.003,0.3,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-18,2,NA,NA,0.3
male,CH,202019,187,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13862,242355,0,0.468,46.800000000000004,4302599,4.35,322.18,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-19,-113,-2.62,-37.7,3.9000000000000057
female,CH,202019,213,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16455,269086,0,0.532,53.2,4367701,4.88,376.74,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-19,-185,-4.23,-46.5,-3.6999999999999886
unknown,CH,202019,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-19,-2,NA,-100,-0.3
male,CH,202020,115,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13977,242355,0,0.498,49.8,4302599,2.67,324.85,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-20,-72,-1.68,-38.5,2.999999999999993
female,CH,202020,116,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16571,269086,0,0.502,50.2,4367701,2.66,379.4,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-20,-97,-2.22,-45.5,-3
unknown,CH,202020,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-20,0,NA,NA,0
male,CH,202021,72,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14049,242355,0,0.468,46.800000000000004,4302599,1.67,326.52,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-21,-43,-1,-37.4,-2.999999999999993
female,CH,202021,81,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16652,269086,0,0.526,52.6,4367701,1.85,381.25,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-21,-35,-0.81,-30.2,2.3999999999999986
unknown,CH,202021,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,134,0,0.006,0.6,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-21,1,NA,NA,0.6
male,CH,202022,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14109,242355,0,0.476,47.599999999999994,4302599,1.39,327.92,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-22,-12,-0.28,-16.7,0.79999999999999
female,CH,202022,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16718,269086,0,0.524,52.400000000000006,4367701,1.51,382.76,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-22,-15,-0.34,-18.5,-0.19999999999999574
unknown,CH,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-22,-1,NA,-100,-0.6
male,CH,202023,49,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14158,242355,0,0.5,50,4302599,1.14,329.06,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-23,-11,-0.25,-18.3,2.4000000000000057
female,CH,202023,49,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16767,269086,0,0.5,50,4367701,1.12,383.89,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-23,-17,-0.39,-25.8,-2.4000000000000057
unknown,CH,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-23,0,NA,NA,0
male,CH,202024,76,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14234,242355,0,0.543,54.300000000000004,4302599,1.77,330.82,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-24,27,0.63,55.1,4.300000000000004
female,CH,202024,64,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16831,269086,0,0.457,45.7,4367701,1.47,385.35,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-24,15,0.35,30.6,-4.299999999999997
unknown,CH,202024,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-24,0,NA,NA,0
male,CH,202025,80,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14314,242355,0,0.468,46.800000000000004,4302599,1.86,332.68,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-25,4,0.09,5.3,-7.5
female,CH,202025,91,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16922,269086,0,0.532,53.2,4367701,2.08,387.43,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-25,27,0.61,42.2,7.5
unknown,CH,202025,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-25,0,NA,NA,0
male,CH,202026,196,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14510,242355,0,0.549,54.900000000000006,4302599,4.56,337.24,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-26,116,2.7,145,8.100000000000001
female,CH,202026,161,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17083,269086,0,0.451,45.1,4367701,3.69,391.12,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-26,70,1.61,76.9,-8.100000000000001
unknown,CH,202026,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-26,0,NA,NA,0
male,CH,202027,378,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14888,242355,0,0.553,55.300000000000004,4302599,8.79,346.02,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-27,182,4.23,92.9,0.3999999999999986
female,CH,202027,306,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17389,269086,0,0.447,44.7,4367701,7.01,398.13,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-27,145,3.32,90.1,-0.3999999999999986
unknown,CH,202027,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-27,0,NA,NA,0
male,CH,202028,348,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15236,242355,0,0.547,54.7,4302599,8.09,354.11,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-28,-30,-0.7,-7.9,-0.6000000000000014
female,CH,202028,287,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17676,269086,0,0.451,45.1,4367701,6.57,404.7,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-28,-19,-0.44,-6.2,0.3999999999999986
unknown,CH,202028,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,134,0,0.002,0.2,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-28,1,NA,NA,0.2
male,CH,202029,381,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15617,242355,0,0.533,53.300000000000004,4302599,8.86,362.97,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-29,33,0.77,9.5,-1.3999999999999986
female,CH,202029,334,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18010,269086,0,0.467,46.7,4367701,7.65,412.35,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-29,47,1.08,16.4,1.6000000000000014
unknown,CH,202029,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-29,-1,NA,-100,-0.2
male,CH,202030,411,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16028,242355,0,0.499,49.9,4302599,9.55,372.52,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-30,30,0.69,7.9,-3.4000000000000057
female,CH,202030,413,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18423,269086,0,0.501,50.1,4367701,9.46,421.8,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-30,79,1.81,23.7,3.3999999999999986
unknown,CH,202030,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-30,0,NA,NA,0
male,CH,202031,607,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16635,242355,0,0.526,52.6,4302599,14.11,386.63,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-31,196,4.56,47.7,2.700000000000003
female,CH,202031,548,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18971,269086,0,0.474,47.4,4367701,12.55,434.35,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-31,135,3.09,32.7,-2.700000000000003
unknown,CH,202031,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-31,0,NA,NA,0
male,CH,202032,567,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17202,242355,0,0.515,51.5,4302599,13.18,399.8,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-32,-40,-0.93,-6.6,-1.1000000000000014
female,CH,202032,533,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19504,269086,0,0.485,48.5,4367701,12.2,446.55,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-32,-15,-0.35,-2.7,1.1000000000000014
unknown,CH,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-32,0,NA,NA,0
male,CH,202033,807,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18009,242355,0,0.513,51.300000000000004,4302599,18.76,418.56,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-33,240,5.58,42.3,-0.19999999999999574
female,CH,202033,766,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20270,269086,0,0.487,48.699999999999996,4367701,17.54,464.09,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-33,233,5.34,43.7,0.19999999999999574
unknown,CH,202033,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,134,0,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-33,1,NA,NA,0.1
male,CH,202034,1003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19012,242355,0,0.541,54.1,4302599,23.31,441.87,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-34,196,4.55,24.3,2.799999999999997
female,CH,202034,852,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21122,269086,0,0.459,45.9,4367701,19.51,483.6,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-34,86,1.97,11.2,-2.799999999999997
unknown,CH,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-34,-1,NA,-100,-0.1
male,CH,202035,1077,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20089,242355,0,0.515,51.5,4302599,25.03,466.9,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-35,74,1.72,7.4,-2.6000000000000014
female,CH,202035,1013,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22135,269086,0,0.484,48.4,4367701,23.19,506.79,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-35,161,3.68,18.9,2.5
unknown,CH,202035,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,134,0,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-35,2,NA,NA,0.1
male,CH,202036,1263,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21352,242355,0,0.514,51.4,4302599,29.35,496.26,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-36,186,4.32,17.3,-0.10000000000000142
female,CH,202036,1195,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23330,269086,0,0.486,48.6,4367701,27.36,534.15,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-36,182,4.17,18,0.20000000000000284
unknown,CH,202036,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-36,-2,NA,-100,-0.1
male,CH,202037,1411,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22763,242355,0,0.493,49.3,4302599,32.79,529.05,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-37,148,3.44,11.7,-2.1000000000000014
female,CH,202037,1448,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24778,269086,0,0.506,50.6,4367701,33.15,567.3,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-37,253,5.79,21.2,2
unknown,CH,202037,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-37,1,NA,NA,0
male,CH,202038,1490,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24253,242355,0,0.513,51.300000000000004,4302599,34.63,563.68,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-38,79,1.84,5.6,2.000000000000007
female,CH,202038,1415,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26193,269086,0,0.487,48.699999999999996,4367701,32.4,599.7,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-38,-33,-0.75,-2.3,-1.9000000000000057
unknown,CH,202038,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-38,-1,NA,-100,0
male,CH,202039,1093,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25346,242355,0,0.492,49.2,4302599,25.4,589.09,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-39,-397,-9.23,-26.6,-2.1000000000000014
female,CH,202039,1128,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27321,269086,0,0.508,50.8,4367701,25.83,625.52,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-39,-287,-6.57,-20.3,2.1000000000000014
unknown,CH,202039,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-39,1,NA,NA,0
male,CH,202040,1849,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27195,242355,0,0.534,53.400000000000006,4302599,42.97,632.06,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-40,756,17.57,69.2,4.200000000000003
female,CH,202040,1610,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28931,269086,0,0.465,46.5,4367701,36.86,662.39,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-40,482,11.03,42.7,-4.299999999999997
unknown,CH,202040,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-40,0,NA,0,0
male,CH,202041,4550,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31745,242355,0,0.52,52,4302599,105.75,737.81,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-41,2701,62.78,146.1,-1.4000000000000057
female,CH,202041,4202,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33133,269086,0,0.48,48,4367701,96.21,758.59,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-41,2592,59.35,161,1.5
unknown,CH,202041,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,134,0,0,0,NA,NA,NA,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-41,0,NA,0,0
male,CH,202042,9834,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41579,242355,0,0.505,50.5,4302599,228.56,966.37,COVID19Cases,sex,2022-05-03_06-06-15,isoweek,2020-42,5284,122.81,116.1,-1.5
