date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version,timeframe_all
202138,male,unknown,1,363,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202138,unknown,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202138,unknown,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202138,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202138,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,female,fully_vaccinated,2,59,2615962,0.08,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,female,partially_vaccinated,0,34,223798,0,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,female,not_vaccinated,10,339,1547628,0.65,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,female,unknown,0,325,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,male,fully_vaccinated,1,68,2522356,0.04,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,male,partially_vaccinated,0,43,235736,0,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,male,not_vaccinated,21,467,1563875,1.34,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,male,unknown,1,364,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,unknown,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,unknown,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202139,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,female,fully_vaccinated,5,64,2673301,0.19,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,female,partially_vaccinated,0,34,192111,0,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,female,not_vaccinated,8,347,1521976,0.53,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,female,unknown,0,325,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,male,fully_vaccinated,5,73,2583253,0.19,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,male,partially_vaccinated,1,44,201840,0.5,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,male,not_vaccinated,6,473,1536874,0.39,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,male,unknown,6,370,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,unknown,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,unknown,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202140,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
202141,female,fully_vaccinated,3,67,2735921,0.11,NA,CHFL,COVID19Death,vaccine,all,intermediate,2022-05-03_06-06-15,TRUE
