geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,freq,prct,anteil_pos,anteil_pos_diff,anteil_pos_all,pop,inz_entries,inzsumTotal,entries_diff_abs,entries_diff_inz,prct_diff,entries_diff_pct,type,version,datum_unit,datum_dboardformated,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_28d,timeframe_14d,nachweismethode,type_variant
CH,202113,178739,9649,169090,4733293,1,100,5.4,-0.39999999999999947,11.1,8670300,2061.51,54592.03,11764,135.68,0,7,COVID19Test,2022-05-03_06-06-15,isoweek,2021-13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202114,66994,3897,63097,1142576,1,100,5.8,1.2999999999999998,8.4,8670300,772.68,13178.04,-28821,-332.41,0,-30.1,COVID19Test,2022-05-03_06-06-15,isoweek,2021-14,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202114,135406,11504,123902,4868699,1,100,8.5,3.0999999999999996,11,8670300,1561.72,56153.75,-43333,-499.79,0,-24.2,COVID19Test,2022-05-03_06-06-15,isoweek,2021-14,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202115,55157,3098,52059,1197733,1,100,5.6,-0.20000000000000018,8.3,8670300,636.16,13814.2,-11837,-136.52,0,-17.7,COVID19Test,2022-05-03_06-06-15,isoweek,2021-15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202115,130982,12379,118603,4999681,1,100,9.5,1,11,8670300,1510.7,57664.45,-4424,-51.02,0,-3.3,COVID19Test,2022-05-03_06-06-15,isoweek,2021-15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202116,49978,2855,47123,1247711,1,100,5.7,0.10000000000000053,8.2,8670300,576.43,14390.63,-5179,-59.73,0,-9.4,COVID19Test,2022-05-03_06-06-15,isoweek,2021-16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202116,132613,12886,119727,5132294,1,100,9.7,0.1999999999999993,11,8670300,1529.51,59193.96,1631,18.81,0,1.2,COVID19Test,2022-05-03_06-06-15,isoweek,2021-16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202117,50248,2284,47964,1297959,1,100,4.5,-1.2000000000000002,8,8670300,579.54,14970.17,270,3.11,0,0.5,COVID19Test,2022-05-03_06-06-15,isoweek,2021-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202117,131518,10932,120586,5263812,1,100,8.3,-1.3999999999999986,10.9,8670300,1516.88,60710.84,-1095,-12.63,0,-0.8,COVID19Test,2022-05-03_06-06-15,isoweek,2021-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202118,46815,1945,44870,1344774,1,100,4.2,-0.2999999999999998,7.9,8670300,539.95,15510.12,-3433,-39.59,0,-6.8,COVID19Test,2022-05-03_06-06-15,isoweek,2021-18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202118,129014,9402,119612,5392826,1,100,7.3,-1.0000000000000009,10.8,8670300,1488,62198.84,-2504,-28.88,0,-1.9,COVID19Test,2022-05-03_06-06-15,isoweek,2021-18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202119,50584,1513,49071,1395358,1,100,3,-1.2000000000000002,7.7,8670300,583.42,16093.54,3769,43.47,0,8.1,COVID19Test,2022-05-03_06-06-15,isoweek,2021-19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202119,131766,7150,124616,5524592,1,100,5.4,-1.8999999999999995,10.7,8670300,1519.74,63718.58,2752,31.74,0,2.1,COVID19Test,2022-05-03_06-06-15,isoweek,2021-19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202120,63554,1350,62204,1458912,1,100,2.1,-0.8999999999999999,7.5,8670300,733.01,16826.55,12970,149.59,0,25.6,COVID19Test,2022-05-03_06-06-15,isoweek,2021-20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202120,135073,6861,128212,5659665,1,100,5.1,-0.3000000000000007,10.6,8670300,1557.88,65276.46,3307,38.14,0,2.5,COVID19Test,2022-05-03_06-06-15,isoweek,2021-20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202121,45866,971,44895,1504778,1,100,2.1,0,7.3,8670300,529,17355.55,-17688,-204.01,0,-27.8,COVID19Test,2022-05-03_06-06-15,isoweek,2021-21,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202121,108963,4723,104240,5768628,1,100,4.3,-0.7999999999999998,10.4,8670300,1256.74,66533.2,-26110,-301.14,0,-19.3,COVID19Test,2022-05-03_06-06-15,isoweek,2021-21,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202122,52037,652,51385,1556815,1,100,1.3,-0.8,7.1,8670300,600.18,17955.72,6171,71.18,0,13.5,COVID19Test,2022-05-03_06-06-15,isoweek,2021-22,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202122,109934,3366,106568,5878562,1,100,3.1,-1.1999999999999997,10.3,8670300,1267.94,67801.14,971,11.2,0,0.9,COVID19Test,2022-05-03_06-06-15,isoweek,2021-22,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
