date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-06-17,AG,7603,694072,511396,1.1,0.87,73.68,6050.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-18,AG,6969,694072,518365,1,0.85,74.68,5915.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-19,AG,4195,694072,522560,0.6,0.82,75.29,5695.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-20,AG,1357,694072,523917,0.2,0.79,75.48,5502.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-21,AG,6195,694072,530112,0.89,0.77,76.38,5339.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-22,AG,5733,694072,535845,0.83,0.75,77.2,5236,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-23,AG,6464,694072,542309,0.93,0.74,78.13,5103.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-24,AG,6462,694072,548771,0.93,0.74,79.07,5147,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-25,AG,6246,694072,555017,0.9,0.76,79.97,5280.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-26,AG,3266,694072,558283,0.47,0.77,80.44,5367.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-27,AG,1663,694072,559946,0.24,0.77,80.68,5351.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-28,AG,7129,694072,567075,1.03,0.76,81.7,5307.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-29,AG,6345,694072,573420,0.91,0.74,82.62,5105.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-06-30,AG,6349,694072,579769,0.91,0.73,83.53,5065.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-01,AG,6154,694072,585923,0.89,0.72,84.42,4997.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-02,AG,4834,694072,590757,0.7,0.7,85.11,4888.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-03,AG,2982,694072,593739,0.43,0.7,85.54,4845.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-04,AG,1187,694072,594926,0.17,0.7,85.72,4818.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-05,AG,6367,694072,601293,0.92,0.71,86.63,4888.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-06,AG,6044,694072,607337,0.87,0.73,87.5,5059,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-07,AG,6163,694072,613500,0.89,0.74,88.39,5099.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-08,AG,6644,694072,620144,0.96,0.74,89.35,5111.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-09,AG,6026,694072,626170,0.87,0.73,90.22,5092.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-10,AG,3263,694072,629433,0.47,0.73,90.69,5027.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-11,AG,1272,694072,630705,0.18,0.71,90.87,4918.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-12,AG,6234,694072,636939,0.9,0.68,91.77,4717.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-13,AG,5588,694072,642527,0.81,0.66,92.57,4559.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-14,AG,5403,694072,647930,0.78,0.63,93.35,4379.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-15,AG,5239,694072,653169,0.75,0.61,94.11,4212.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-16,AG,4919,694072,658088,0.71,0.58,94.82,4000.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-17,AG,2001,694072,660089,0.29,0.53,95.1,3693,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-18,AG,106,694072,660195,0.02,0.49,95.12,3411.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-19,AG,4750,694072,664945,0.68,0.45,95.8,3099,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-20,AG,3433,694072,668378,0.49,0.41,96.3,2852.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-21,AG,3432,694072,671810,0.49,0.39,96.79,2736,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-22,AG,3052,694072,674862,0.44,0.39,97.23,2734,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-23,AG,3194,694072,678056,0.46,0.37,97.69,2552.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-24,AG,1185,694072,679241,0.17,0.35,97.86,2469.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-25,AG,92,694072,679333,0.01,0.34,97.88,2374.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-26,AG,3480,694072,682813,0.5,0.32,98.38,2249.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-27,AG,2854,694072,685667,0.41,0.31,98.79,2157.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-28,AG,2762,694072,688429,0.4,0.3,99.19,2117.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-29,AG,2182,694072,690611,0.31,0.3,99.5,2104.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-30,AG,2550,694072,693161,0.37,0.29,99.87,2002.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-07-31,AG,900,694072,694061,0.13,0.28,100,1916.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-01,AG,2,694072,694063,0,0.26,100,1830.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-02,AG,2769,694072,696832,0.4,0.26,100.4,1817.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-03,AG,2248,694072,699080,0.32,0.26,100.72,1815.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-04,AG,2165,694072,701245,0.31,0.26,101.03,1836.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-05,AG,2086,694072,703331,0.3,0.26,101.33,1836.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-06,AG,2539,694072,705870,0.37,0.26,101.7,1777.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-07,AG,1047,694072,706917,0.15,0.25,101.85,1723.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-08,AG,0,694072,706917,0,0.24,101.85,1687.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-09,AG,2360,694072,709277,0.34,0.24,102.19,1667.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-10,AG,1870,694072,711147,0.27,0.23,102.46,1626.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-11,AG,1912,694072,713059,0.28,0.23,102.74,1601.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-12,AG,1944,694072,715003,0.28,0.23,103.02,1601.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-13,AG,2255,694072,717258,0.32,0.23,103.34,1599.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-14,AG,872,694072,718130,0.13,0.23,103.47,1592.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-15,AG,0,694072,718130,0,0.23,103.47,1625.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-16,AG,2343,694072,720473,0.34,0.23,103.8,1628.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-17,AG,1820,694072,722293,0.26,0.24,104.07,1683.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-18,AG,2142,694072,724435,0.31,0.25,104.37,1728.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-19,AG,1970,694072,726405,0.28,0.25,104.66,1728.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-20,AG,2639,694072,729044,0.38,0.26,105.04,1787.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-21,AG,1187,694072,730231,0.17,0.27,105.21,1849.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-22,AG,0,694072,730231,0,0.27,105.21,1892.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-23,AG,2757,694072,732988,0.4,0.28,105.61,1964.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-24,AG,2250,694072,735238,0.32,0.3,105.93,2067.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-25,AG,2447,694072,737685,0.35,0.31,106.28,2153.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-26,AG,2473,694072,740158,0.36,0.31,106.64,2153.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-27,AG,3361,694072,743519,0.48,0.32,107.12,2250.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-28,AG,1786,694072,745305,0.26,0.33,107.38,2281.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-29,AG,0,694072,745305,0,0.33,107.38,2285.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-30,AG,3438,694072,748743,0.5,0.33,107.88,2277.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-08-31,AG,2463,694072,751206,0.35,0.31,108.23,2167.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-01,AG,2479,694072,753685,0.36,0.3,108.59,2114.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-02,AG,2413,694072,756098,0.35,0.31,108.94,2120.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-03,AG,2591,694072,758689,0.37,0.28,109.31,1939.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-04,AG,1419,694072,760108,0.2,0.27,109.51,1906,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-05,AG,41,694072,760149,0.01,0.28,109.52,1947.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-06,AG,2170,694072,762319,0.31,0.31,109.83,2145.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-07,AG,2229,694072,764548,0.32,0.34,110.15,2329.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-08,AG,2767,694072,767315,0.4,0.35,110.55,2392.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-09,AG,3802,694072,771117,0.55,0.36,111.1,2470.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-10,AG,3876,694072,774993,0.56,0.38,111.66,2632.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-11,AG,1864,694072,776857,0.27,0.41,111.93,2852.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-12,AG,586,694072,777443,0.08,0.42,112.01,2937.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-13,AG,3301,694072,780744,0.48,0.41,112.49,2851.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-14,AG,3772,694072,784516,0.54,0.4,113.03,2773,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-15,AG,3364,694072,787880,0.48,0.4,113.52,2775.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-16,AG,3196,694072,791076,0.46,0.4,113.98,2772.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-17,AG,3328,694072,794404,0.48,0.39,114.46,2699.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-18,AG,1879,694072,796283,0.27,0.37,114.73,2582.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-19,AG,570,694072,796853,0.08,0.35,114.81,2451,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-20,AG,2785,694072,799638,0.4,0.34,115.21,2374,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-21,AG,2954,694072,802592,0.43,0.34,115.64,2373.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-22,AG,2445,694072,805037,0.35,0.34,115.99,2356.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-23,AG,2657,694072,807694,0.38,0.34,116.37,2330.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-24,AG,3327,694072,811021,0.48,0.33,116.85,2298.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-25,AG,1756,694072,812777,0.25,0.32,117.1,2203.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-26,AG,387,694072,813164,0.06,0.32,117.16,2205.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-27,AG,2563,694072,815727,0.37,0.32,117.53,2213.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-28,AG,2287,694072,818014,0.33,0.31,117.86,2169.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-29,AG,2462,694072,820476,0.35,0.31,118.21,2128.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-09-30,AG,2714,694072,823190,0.39,0.3,118.6,2094.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-01,AG,3019,694072,826209,0.43,0.3,119.04,2073.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-02,AG,1469,694072,827678,0.21,0.3,119.25,2064.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-03,AG,145,694072,827823,0.02,0.29,119.27,1996.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-04,AG,2419,694072,830242,0.35,0.29,119.62,1985.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-05,AG,2221,694072,832463,0.32,0.28,119.94,1956.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-06,AG,1989,694072,834452,0.29,0.28,120.23,1962.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-07,AG,2635,694072,837087,0.38,0.28,120.61,1941.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-08,AG,2816,694072,839903,0.41,0.29,121.01,1977.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-09,AG,1512,694072,841415,0.22,0.29,121.23,2029.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-10,AG,0,694072,841415,0,0.3,121.23,2065.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-11,AG,2671,694072,844086,0.38,0.29,121.61,2022.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-12,AG,2585,694072,846671,0.37,0.29,121.99,1999.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-13,AG,2238,694072,848909,0.32,0.28,122.31,1974.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-14,AG,2338,694072,851247,0.34,0.28,122.65,1974.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-15,AG,2654,694072,853901,0.38,0.27,123.03,1904.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-16,AG,1337,694072,855238,0.19,0.26,123.22,1813,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-17,AG,0,694072,855238,0,0.25,123.22,1740.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-18,AG,2182,694072,857420,0.31,0.23,123.53,1636,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-19,AG,1942,694072,859362,0.28,0.22,123.81,1560,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-20,AG,1730,694072,861092,0.25,0.22,124.06,1541.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-21,AG,1607,694072,862699,0.23,0.22,124.3,1542,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-22,AG,2122,694072,864821,0.31,0.21,124.6,1451.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-23,AG,1209,694072,866030,0.17,0.2,124.78,1391.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-24,AG,2,694072,866032,0,0.19,124.78,1314.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-25,AG,1546,694072,867578,0.22,0.19,125,1289.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-26,AG,1523,694072,869101,0.22,0.18,125.22,1236.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-27,AG,1191,694072,870292,0.17,0.17,125.39,1181.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-28,AG,1436,694072,871728,0.21,0.17,125.6,1181,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-29,AG,1751,694072,873479,0.25,0.16,125.85,1104.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-30,AG,820,694072,874299,0.12,0.15,125.97,1043.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-10-31,AG,0,694072,874299,0,0.15,125.97,1002.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-01,AG,1013,694072,875312,0.15,0.14,126.11,950.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-02,AG,1092,694072,876404,0.16,0.13,126.27,887.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-03,AG,906,694072,877310,0.13,0.12,126.4,850.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-04,AG,1070,694072,878380,0.15,0.12,126.55,850.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-05,AG,1311,694072,879691,0.19,0.12,126.74,861.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-06,AG,562,694072,880253,0.08,0.12,126.82,866,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-07,AG,0,694072,880253,0,0.13,126.82,921.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-08,AG,1090,694072,881343,0.16,0.14,126.98,958.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-09,AG,1123,694072,882466,0.16,0.15,127.14,1033.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-10,AG,1292,694072,883758,0.19,0.16,127.33,1087.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-11,AG,1329,694072,885087,0.19,0.16,127.52,1088.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-12,AG,1839,694072,886926,0.26,0.22,127.79,1517.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-13,AG,941,694072,887867,0.14,0.28,127.92,1938.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-14,AG,3,694072,887870,0,0.33,127.92,2316.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-15,AG,4096,694072,891966,0.59,0.4,128.51,2779.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-16,AG,4069,694072,896035,0.59,0.46,129.1,3176,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-17,AG,3936,694072,899971,0.57,0.48,129.67,3319.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-18,AG,4575,694072,904546,0.66,0.5,130.32,3500.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-19,AG,4612,694072,909158,0.66,0.51,130.99,3507.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-20,AG,1945,694072,911103,0.28,0.53,131.27,3687,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-21,AG,1270,694072,912373,0.18,0.55,131.45,3784.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-22,AG,4147,694072,916520,0.6,0.57,132.05,3935.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-23,AG,5324,694072,921844,0.77,0.57,132.82,3977.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-24,AG,4621,694072,926465,0.67,0.59,133.48,4055.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-25,AG,5629,694072,932094,0.81,0.58,134.29,3991.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-26,AG,4908,694072,937002,0.71,0.59,135,4065.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-27,AG,2490,694072,939492,0.36,0.59,135.36,4117.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-28,AG,819,694072,940311,0.12,0.61,135.48,4196.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-29,AG,4670,694072,944981,0.67,0.62,136.15,4272.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-11-30,AG,5684,694072,950665,0.82,0.64,136.97,4458,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-01,AG,5174,694072,955839,0.75,0.65,137.71,4504,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-02,AG,6160,694072,961999,0.89,0.66,138.6,4607.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-03,AG,6209,694072,968208,0.89,0.67,139.5,4633.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-04,AG,2812,694072,971020,0.41,0.67,139.9,4644.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-05,AG,1545,694072,972565,0.22,0.67,140.12,4667.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-06,AG,4848,694072,977413,0.7,0.67,140.82,4651.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-07,AG,5765,694072,983178,0.83,0.68,141.65,4698.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-08,AG,5332,694072,988510,0.77,0.68,142.42,4734,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-09,AG,6052,694072,994562,0.87,0.68,143.29,4732.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-10,AG,6534,694072,1001096,0.94,0.7,144.24,4843,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-11,AG,3062,694072,1004158,0.44,0.71,144.68,4912.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-12,AG,1536,694072,1005694,0.22,0.72,144.9,4970.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-13,AG,5620,694072,1011314,0.81,0.72,145.71,5032.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-14,AG,6253,694072,1017567,0.9,0.71,146.61,4957.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-15,AG,5737,694072,1023304,0.83,0.73,147.43,5056.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-16,AG,6488,694072,1029792,0.93,0.74,148.37,5101.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-17,AG,6008,694072,1035800,0.87,0.75,149.24,5169.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-18,AG,3755,694072,1039555,0.54,0.76,149.78,5254.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-19,AG,1852,694072,1041407,0.27,0.76,150.04,5261.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-20,AG,6094,694072,1047501,0.88,0.75,150.92,5170.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-21,AG,6850,694072,1054351,0.99,0.65,151.91,4512.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-22,AG,5783,694072,1060134,0.83,0.57,152.74,3978.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-23,AG,5851,694072,1065985,0.84,0.53,153.58,3713.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-24,AG,1405,694072,1067390,0.2,0.52,153.79,3587.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-25,AG,14,694072,1067404,0,0.49,153.79,3433.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-26,AG,0,694072,1067404,0,0.51,153.79,3522.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-27,AG,5208,694072,1072612,0.75,0.49,154.54,3428,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-28,AG,5771,694072,1078383,0.83,0.5,155.37,3485.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-29,AG,6406,694072,1084789,0.92,0.5,156.29,3483.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-30,AG,5192,694072,1089981,0.75,0.5,157.04,3484,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2021-12-31,AG,1809,694072,1091790,0.26,0.53,157.3,3651.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2022-01-01,AG,1,694072,1091791,0,0.56,157.3,3914.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2022-01-02,AG,1,694072,1091792,0,0.6,157.3,4174.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2022-01-03,AG,6383,694072,1098175,0.92,0.65,158.22,4534.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2022-01-04,AG,7610,694072,1105785,1.1,0.78,159.32,5418.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2022-01-05,AG,8223,694072,1114008,1.18,0.91,160.5,6308.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2022-01-06,AG,7713,694072,1121721,1.11,0.96,161.61,6666.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2022-01-07,AG,7996,694072,1129717,1.15,0.96,162.77,6661.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
2022-01-08,AG,6232,694072,1135949,0.9,0.94,163.66,6570.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
