nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_28d,timeframe_14d
all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,8670300,NA,NA,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202022,26345,206,26139,26345,0.8,NA,0.8,1,100,8670300,303.85,303.85,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-22,26345,303.85,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202023,25652,154,25498,51997,0.6,-0.20000000000000007,0.7,1,100,8670300,295.86,599.71,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-23,-693,-7.99,-2.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202024,35718,221,35497,87715,0.6,0,0.7,1,100,8670300,411.96,1011.67,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-24,10066,116.1,39.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202025,48257,203,48054,135972,0.4,-0.19999999999999996,0.6,1,100,8670300,556.58,1568.25,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-25,12539,144.62,35.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202026,57316,393,56923,193288,0.7,0.29999999999999993,0.6,1,100,8670300,661.06,2229.31,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-26,9059,104.48,18.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202027,69899,751,69148,263187,1.1,0.40000000000000013,0.7,1,100,8670300,806.19,3035.5,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-27,12583,145.13,22,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202028,49434,766,48668,312621,1.5,0.3999999999999999,0.9,1,100,8670300,570.15,3605.65,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-28,-20465,-236.04,-29.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202029,42569,841,41728,355190,2,0.5,1,1,100,8670300,490.97,4096.63,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-29,-6865,-79.18,-13.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202030,35532,921,34611,390722,2.6,0.6000000000000001,1.1,1,100,8670300,409.81,4506.44,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-30,-7037,-81.16,-16.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202031,37359,1311,36048,428081,3.5,0.8999999999999999,1.3,1,100,8670300,430.88,4937.33,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-31,1827,21.07,5.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202032,38689,1267,37422,466770,3.3,-0.20000000000000018,1.5,1,100,8670300,446.22,5383.55,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-32,1330,15.34,3.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202033,41690,1693,39997,508460,4.1,0.7999999999999998,1.7,1,100,8670300,480.84,5864.39,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-33,3001,34.62,7.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202034,57494,2083,55411,565954,3.6,-0.49999999999999956,1.9,1,100,8670300,663.11,6527.5,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-34,15804,182.27,37.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202035,73382,2293,71089,639336,3.1,-0.5,2,1,100,8670300,846.36,7373.86,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-35,15888,183.25,27.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202036,87133,2702,84431,726469,3.1,0,2.2,1,100,8670300,1004.96,8378.82,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-36,13751,158.6,18.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202037,90524,3236,87288,816993,3.6,0.5,2.3,1,100,8670300,1044.07,9422.89,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-37,3391,39.11,3.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202038,84603,3203,81400,901596,3.8,0.19999999999999973,2.5,1,100,8670300,975.78,10398.67,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-38,-5921,-68.29,-6.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202039,67999,2507,65492,969595,3.7,-0.09999999999999964,2.6,1,100,8670300,784.28,11182.95,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-39,-16604,-191.5,-19.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202040,67764,3620,64144,1037359,5.3,1.5999999999999996,2.7,1,100,8670300,781.56,11964.51,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-40,-235,-2.72,-0.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202041,89354,8940,80414,1126713,10,4.7,3.3,1,100,8670300,1030.58,12995.09,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-41,21590,249.02,31.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202042,126497,19429,107068,1253210,15.4,5.4,4.5,1,100,8670300,1458.97,14454.06,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-42,37143,428.39,41.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202043,177164,39985,137179,1430374,22.6,7.200000000000001,6.8,1,100,8670300,2043.34,16497.4,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-43,50667,584.37,40.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202044,217283,57527,159756,1647657,26.5,3.8999999999999986,9.4,1,100,8670300,2506.06,19003.46,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-44,40119,462.72,22.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202045,206820,54893,151927,1854477,26.5,0,11.3,1,100,8670300,2385.38,21388.84,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-45,-10463,-120.68,-4.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202046,179895,43145,136750,2034372,24,-2.5,12.4,1,100,8670300,2074.84,23463.69,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-46,-26925,-310.54,-13,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202047,157876,32783,125093,2192248,20.8,-3.1999999999999993,13,1,100,8670300,1820.88,25284.57,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-47,-22019,-253.96,-12.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202048,160065,28158,131907,2352313,17.6,-3.1999999999999993,13.3,1,100,8670300,1846.13,27130.7,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,2189,25.25,1.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202049,164253,29165,135088,2516566,17.8,0.1999999999999993,13.6,1,100,8670300,1894.43,29025.13,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,4188,48.3,2.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202050,209643,31895,177748,2726209,15.2,-2.6000000000000014,13.7,1,100,8670300,2417.94,31443.08,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-50,45390,523.51,27.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202051,242417,31064,211353,2968626,12.8,-2.3999999999999986,13.7,1,100,8670300,2795.95,34239.02,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-51,32774,378.01,15.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202052,205385,25855,179530,3174011,12.6,-0.20000000000000107,13.6,1,100,8670300,2368.83,36607.86,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-52,-37032,-427.12,-15.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202053,148601,24882,123719,3322612,16.7,4.1,13.7,1,100,8670300,1713.91,38321.77,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-53,-56784,-654.92,-27.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202101,166525,24058,142467,3489137,14.4,-2.299999999999999,13.8,1,100,8670300,1920.64,40242.4,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-01,17924,206.73,12.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202102,146622,16868,129754,3635759,11.5,-2.9000000000000004,13.7,1,100,8670300,1691.08,41933.49,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-02,-19903,-229.56,-12,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202103,162180,14635,147545,3797939,9,-2.5,13.5,1,100,8670300,1870.52,43804.01,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-03,15558,179.44,10.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202104,166983,12549,154434,3964922,7.5,-1.5,13.2,1,100,8670300,1925.92,45729.93,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-04,4803,55.4,3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202105,185230,11294,173936,4150152,6.1,-1.4000000000000004,12.9,1,100,8670300,2136.37,47866.3,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-05,18247,210.45,10.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202106,193070,9163,183907,4343222,4.7,-1.3999999999999995,12.5,1,100,8670300,2226.8,50093.1,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-06,7840,90.43,4.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202107,175916,7917,167999,4519138,4.5,-0.20000000000000018,12.2,1,100,8670300,2028.95,52122.05,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-07,-17154,-197.85,-8.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202108,167204,8134,159070,4686342,4.9,0.40000000000000036,12,1,100,8670300,1928.47,54050.52,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-08,-8712,-100.48,-5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202109,173483,8437,165046,4859825,4.9,0,11.7,1,100,8670300,2000.89,56051.41,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-09,6279,72.42,3.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202110,193211,9797,183414,5053036,5.1,0.1999999999999993,11.5,1,100,8670300,2228.42,58279.83,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-10,19728,227.53,11.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202111,228076,11621,216455,5281112,5.1,0,11.2,1,100,8670300,2630.54,60910.37,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-11,34865,402.12,18,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202112,253209,13862,239347,5534321,5.5,0.40000000000000036,10.9,1,100,8670300,2920.42,63830.79,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-12,25133,289.88,11,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202113,274554,13915,260639,5808875,5.1,-0.40000000000000036,10.6,1,100,8670300,3166.6,66997.39,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-13,21345,246.18,8.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202114,202400,15401,186999,6011275,7.6,2.5,10.5,1,100,8670300,2334.41,69331.8,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-14,-72154,-832.19,-26.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202115,186139,15477,170662,6197414,8.3,0.7000000000000011,10.5,1,100,8670300,2146.86,71478.66,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-15,-16261,-187.55,-8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202116,182591,15741,166850,6380005,8.6,0.29999999999999893,10.4,1,100,8670300,2105.94,73584.59,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-16,-3548,-40.92,-1.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202117,181766,13216,168550,6561771,7.3,-1.2999999999999998,10.3,1,100,8670300,2096.42,75681.01,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-17,-825,-9.52,-0.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202118,175829,11347,164482,6737600,6.5,-0.7999999999999998,10.2,1,100,8670300,2027.95,77708.96,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-18,-5937,-68.47,-3.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202119,182350,8663,173687,6919950,4.8,-1.7000000000000002,10.1,1,100,8670300,2103.16,79812.12,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-19,6521,75.21,3.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202120,198627,8211,190416,7118577,4.1,-0.7000000000000002,9.9,1,100,8670300,2290.89,82103.01,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-20,16277,187.73,8.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202121,154829,5694,149135,7273406,3.7,-0.39999999999999947,9.8,1,100,8670300,1785.74,83888.75,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-21,-43798,-505.15,-22.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202122,161971,4018,157953,7435377,2.5,-1.2000000000000002,9.6,1,100,8670300,1868.11,85756.86,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-22,7142,82.37,4.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202123,142008,2772,139236,7577385,2,-0.5,9.5,1,100,8670300,1637.87,87394.73,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-23,-19963,-230.24,-12.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202124,140347,1493,138854,7717732,1.1,-0.8999999999999999,9.3,1,100,8670300,1618.71,89013.44,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-24,-1661,-19.16,-1.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202125,131340,923,130417,7849072,0.7,-0.40000000000000013,9.2,1,100,8670300,1514.83,90528.26,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-25,-9007,-103.88,-6.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202126,166482,1188,165294,8015554,0.7,0,9,1,100,8670300,1920.14,92448.4,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-26,35142,405.31,26.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202127,186912,2298,184614,8202466,1.2,0.5,8.8,1,100,8670300,2155.77,94604.18,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-27,20430,235.63,12.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202128,187367,4359,183008,8389833,2.3,1.0999999999999999,8.7,1,100,8670300,2161.02,96765.2,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-28,455,5.25,0.2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202129,159400,5799,153601,8549233,3.6,1.3000000000000003,8.6,1,100,8670300,1838.46,98603.66,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-29,-27967,-322.56,-14.9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202130,143202,6205,136997,8692435,4.3,0.6999999999999997,8.5,1,100,8670300,1651.64,100255.3,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-30,-16198,-186.82,-10.2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202131,129678,8673,121005,8822113,6.7,2.4000000000000004,8.5,1,100,8670300,1495.66,101750.95,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-31,-13524,-155.98,-9.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202132,139251,16045,123206,8961364,11.5,4.8,8.5,1,100,8670300,1606.07,103357.02,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-32,9573,110.41,7.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202133,162139,20628,141511,9123503,12.7,1.1999999999999993,8.6,1,100,8670300,1870.05,105227.07,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-33,22888,263.98,16.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202134,190584,20661,169923,9314087,10.8,-1.8999999999999986,8.7,1,100,8670300,2198.12,107425.2,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-34,28445,328.07,17.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202135,224242,21249,202993,9538329,9.5,-1.3000000000000007,8.7,1,100,8670300,2586.32,110011.52,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-35,33658,388.2,17.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202136,236078,21088,214990,9774407,8.9,-0.5999999999999996,8.7,1,100,8670300,2722.84,112734.36,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-36,11836,136.52,5.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202137,265713,14913,250800,10040120,5.6,-3.3000000000000007,8.6,1,100,8670300,3064.63,115798.99,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-37,29635,341.79,12.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202138,256639,10721,245918,10296759,4.2,-1.3999999999999995,8.5,1,100,8670300,2959.98,118758.97,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-38,-9074,-104.65,-3.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202139,251343,9016,242327,10548102,3.6,-0.6000000000000001,8.4,1,100,8670300,2898.9,121657.87,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-39,-5296,-61.08,-2.1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202140,230123,7585,222538,10778225,3.3,-0.30000000000000027,8.3,1,100,8670300,2654.15,124312.02,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-40,-21220,-244.75,-8.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202141,165704,7250,158454,10943929,4.4,1.1000000000000005,8.2,1,100,8670300,1911.17,126223.19,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-41,-64419,-742.98,-28,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202142,166853,10101,156752,11110782,6.1,1.6999999999999993,8.2,1,100,8670300,1924.42,128147.61,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-42,1149,13.25,0.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202143,176558,13031,163527,11287340,7.4,1.3000000000000007,8.2,1,100,8670300,2036.35,130183.96,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-43,9705,111.93,5.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202144,199585,19106,180479,11486925,9.6,2.1999999999999993,8.2,1,100,8670300,2301.94,132485.9,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-44,23027,265.59,13,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202145,238993,27621,211372,11725918,11.6,2,8.3,1,100,8670300,2756.46,135242.36,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-45,39408,454.52,19.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202146,286357,41391,244966,12012275,14.5,2.9000000000000004,8.4,1,100,8670300,3302.73,138545.09,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-46,47364,546.27,19.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202147,352387,56953,295434,12364662,16.2,1.6999999999999993,8.6,1,100,8670300,4064.3,142609.39,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-47,66030,761.57,23.1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202148,412065,70462,341603,12776727,17.1,0.9000000000000021,8.9,1,100,8670300,4752.6,147361.99,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-48,59678,688.3,16.9,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202149,422360,73250,349110,13199087,17.3,0.1999999999999993,9.2,1,100,8670300,4871.34,152233.34,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-49,10295,118.74,2.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202150,426398,69090,357308,13625485,16.2,-1.1000000000000014,9.4,1,100,8670300,4917.92,157151.25,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-50,4038,46.58,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202151,404832,76446,328386,14030317,18.9,2.6999999999999993,9.7,1,100,8670300,4669.18,161820.43,COVID19Test,,2022-05-03_06-06-15,isoweek,2021-51,-21566,-248.74,-5.1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
