nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_28d,timeframe_14d
all,JU,202048,1067,225,842,20228,21.1,-4.299999999999997,18.6,1,100,73709,1447.58,27443.05,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,43,58.33,4.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202048,5918,1111,4807,85526,18.8,-2.6999999999999993,11.7,1,100,416347,1421.41,20542,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,-14,-3.36,-0.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202048,3229,651,2578,47233,20.2,-4.900000000000002,19.9,1,100,175894,1835.76,26853.1,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,-70,-39.8,-2.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202048,498,70,428,7598,14.1,-3.0000000000000018,10.5,1,100,43520,1144.3,17458.64,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,41,94.21,9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202048,501,109,392,6656,21.8,-5.899999999999999,14,1,100,38108,1314.68,17466.15,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,-18,-47.24,-3.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202048,9003,2100,6903,116581,23.3,-2.1999999999999993,14.4,1,100,514504,1749.84,22658.91,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,568,110.4,6.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202048,1623,303,1320,18694,18.7,-0.6999999999999993,10.2,1,100,83107,1952.9,22493.89,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,126,151.61,8.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202048,4750,835,3915,60409,17.6,-1.6999999999999993,10.1,1,100,277462,1711.95,21771.99,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,419,151.02,9.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202048,2460,422,2038,38272,17.2,-1.4000000000000021,13.2,1,100,162157,1517.05,23601.82,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,275,169.59,12.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202048,4708,878,3830,59438,18.6,-1.0999999999999979,10.9,1,100,282909,1664.14,21009.58,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,468,165.42,11,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202048,7846,1683,6163,91420,21.5,-1.3000000000000007,14.6,1,100,350986,2235.42,26046.62,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,-138,-39.31,-1.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202048,420,77,343,5767,18.3,-5.599999999999998,14.6,1,100,36819,1140.72,15663.11,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,-137,-372.09,-24.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202048,14962,2744,12218,291576,18.3,-4.300000000000001,15.8,1,100,814762,1836.36,35786.65,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,-2471,-303.28,-14.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202048,4657,1035,3622,93466,22.2,-5.800000000000001,23,1,100,348503,1336.29,26819.28,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,-529,-151.79,-10.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202048,2276,345,1931,32752,15.2,-3.1999999999999993,10,1,100,128794,1767.16,25429.76,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,22,17.08,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202048,32892,4919,27973,471151,15,-2,9.6,1,100,1553423,2117.39,30329.86,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-48,2285,147.1,7.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202049,13319,2440,10879,168883,18.3,0.10000000000000142,11.3,1,100,694072,1918.97,24332.2,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,866,124.78,7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202049,224,31,193,3205,13.8,0.3000000000000007,17.2,1,100,16293,1374.82,19671.02,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,32,196.4,16.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202049,1072,195,877,12826,18.2,-1.6000000000000014,13.6,1,100,55309,1938.2,23189.72,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,94,169.95,9.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202049,18580,3029,15551,260880,16.3,0.5,11.7,1,100,1043132,1781.17,25009.3,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,140,13.42,0.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202049,6184,1061,5123,76089,17.2,-0.10000000000000142,9.2,1,100,290969,2125.31,26150.21,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,371,127.5,6.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202049,5209,699,4510,64690,13.4,-1.1999999999999993,8.4,1,100,196735,2647.72,32881.8,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,339,172.31,7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202049,875,132,743,16334,15.1,-0.09999999999999964,8.5,1,100,39055,2240.43,41823.07,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,1,2.56,0.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202049,4462,835,3627,92884,18.7,-1,22.4,1,100,325496,1370.83,28536.14,COVID19Test,,2022-05-03_06-06-15,isoweek,2020-49,17,5.22,0.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
