geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
CH,202009,52,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,22609,0,1,100,8670300,0.6,0.6,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-09,NA,NA,NA,NA
CH,202010,111,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,163,22609,0,1,100,8670300,1.28,1.88,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-10,59,0.68,113.5,0
CH,202011,351,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,514,22609,0,1,100,8670300,4.05,5.93,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-11,240,2.77,216.2,0
CH,202012,840,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1354,22609,0,1,100,8670300,9.69,15.62,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-12,489,5.64,139.3,0
CH,202013,1174,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2528,22609,0,1,100,8670300,13.54,29.16,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-13,334,3.85,39.8,0
CH,202014,672,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3200,22609,0,1,100,8670300,7.75,36.91,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-14,-502,-5.79,-42.8,0
CH,202015,379,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3579,22609,0,1,100,8670300,4.37,41.28,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-15,-293,-3.38,-43.6,0
CH,202016,225,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3804,22609,0,1,100,8670300,2.6,43.87,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-16,-154,-1.77,-40.6,0
CH,202017,107,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3911,22609,0,1,100,8670300,1.23,45.11,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-17,-118,-1.37,-52.4,0
CH,202018,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3977,22609,0,1,100,8670300,0.76,45.87,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-18,-41,-0.47,-38.3,0
CH,202019,31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4008,22609,0,1,100,8670300,0.36,46.23,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-19,-35,-0.4,-53,0
CH,202020,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4033,22609,0,1,100,8670300,0.29,46.52,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-20,-6,-0.07,-19.4,0
CH,202021,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4048,22609,0,1,100,8670300,0.17,46.69,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-21,-10,-0.12,-40,0
CH,202022,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4067,22609,0,1,100,8670300,0.22,46.91,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-22,4,0.05,26.7,0
CH,202023,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4072,22609,0,1,100,8670300,0.06,46.96,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-23,-14,-0.16,-73.7,0
CH,202024,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4080,22609,0,1,100,8670300,0.09,47.06,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-24,3,0.03,60,0
CH,202025,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4097,22609,0,1,100,8670300,0.2,47.25,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-25,9,0.11,112.5,0
CH,202026,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4114,22609,0,1,100,8670300,0.2,47.45,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-26,0,0,0,0
CH,202027,38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4152,22609,0,1,100,8670300,0.44,47.89,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-27,21,0.24,123.5,0
CH,202028,55,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4207,22609,0,1,100,8670300,0.63,48.52,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-28,17,0.19,44.7,0
CH,202029,36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4243,22609,0,1,100,8670300,0.42,48.94,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-29,-19,-0.21,-34.5,0
CH,202030,59,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4302,22609,0,1,100,8670300,0.68,49.62,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-30,23,0.26,63.9,0
CH,202031,62,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4364,22609,0,1,100,8670300,0.72,50.33,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-31,3,0.04,5.1,0
CH,202032,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4414,22609,0,1,100,8670300,0.58,50.91,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-12,-0.14,-19.4,0
CH,202033,53,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4467,22609,0,1,100,8670300,0.61,51.52,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,3,0.03,6,0
CH,202034,51,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4518,22609,0,1,100,8670300,0.59,52.11,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-2,-0.02,-3.8,0
CH,202035,44,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4562,22609,0,1,100,8670300,0.51,52.62,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,-7,-0.08,-13.7,0
CH,202036,76,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4638,22609,0,1,100,8670300,0.88,53.49,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-36,32,0.37,72.7,0
CH,202037,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4738,22609,0,1,100,8670300,1.15,54.65,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-37,24,0.27,31.6,0
CH,202038,107,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4845,22609,0,1,100,8670300,1.23,55.88,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-38,7,0.08,7,0
CH,202039,115,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4960,22609,0,1,100,8670300,1.33,57.21,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-39,8,0.1,7.5,0
CH,202040,164,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5124,22609,0,1,100,8670300,1.89,59.1,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-40,49,0.56,42.6,0
CH,202041,286,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5410,22609,0,1,100,8670300,3.3,62.4,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-41,122,1.41,74.4,0
CH,202042,649,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6059,22609,0,1,100,8670300,7.49,69.88,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-42,363,4.19,126.9,0
CH,202043,1217,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7276,22609,0,1,100,8670300,14.04,83.92,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-43,568,6.55,87.5,0
CH,202044,1632,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8908,22609,0,1,100,8670300,18.82,102.74,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-44,415,4.78,34.1,0
CH,202045,1688,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10596,22609,0,1,100,8670300,19.47,122.21,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-45,56,0.65,3.4,0
CH,202046,1536,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12132,22609,0,1,100,8670300,17.72,139.93,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-46,-152,-1.75,-9,0
CH,202047,1323,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13455,22609,0,1,100,8670300,15.26,155.18,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-47,-213,-2.46,-13.9,0
CH,202048,1204,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14659,22609,0,1,100,8670300,13.89,169.07,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-48,-119,-1.37,-9,0
CH,202049,1161,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15820,22609,0,1,100,8670300,13.39,182.46,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-49,-43,-0.5,-3.6,0
CH,202050,1218,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17038,22609,0,1,100,8670300,14.05,196.51,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-50,57,0.66,4.9,0
CH,202051,1145,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18183,22609,0,1,100,8670300,13.21,209.72,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-51,-73,-0.84,-6,0
CH,202052,1096,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19279,22609,0,1,100,8670300,12.64,222.36,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-52,-49,-0.57,-4.3,0
CH,202053,1140,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20419,22609,0,1,100,8670300,13.15,235.51,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-53,44,0.51,4,0
CH,202101,958,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21377,22609,0,1,100,8670300,11.05,246.55,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-01,-182,-2.1,-16,0
CH,202102,688,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22065,22609,0,1,100,8670300,7.94,254.49,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-02,-270,-3.11,-28.2,0
CH,202103,544,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22609,22609,0,1,100,8670300,6.27,260.76,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-03,-144,-1.67,-20.9,0
CH,202104,466,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,23075,22609,466,1,100,8670300,5.37,266.14,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-04,-78,-0.9,-14.3,0
CH,202105,423,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,23498,22609,889,1,100,8670300,4.88,271.02,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-05,-43,-0.49,-9.2,0
CH,202106,329,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,23827,22609,1218,1,100,8670300,3.79,274.81,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-06,-94,-1.09,-22.2,0
CH,202107,313,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24140,22609,1531,1,100,8670300,3.61,278.42,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-07,-16,-0.18,-4.9,0
CH,202108,292,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24432,22609,1823,1,100,8670300,3.37,281.79,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-08,-21,-0.24,-6.7,0
CH,202109,343,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24775,22609,2166,1,100,8670300,3.96,285.75,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-09,51,0.59,17.5,0
CH,202110,360,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25135,22609,2526,1,100,8670300,4.15,289.9,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-10,17,0.19,5,0
CH,202111,412,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25547,22609,2938,1,100,8670300,4.75,294.65,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-11,52,0.6,14.4,0
CH,202112,470,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26017,22609,3408,1,100,8670300,5.42,300.07,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-12,58,0.67,14.1,0
CH,202113,543,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26560,22609,3951,1,100,8670300,6.26,306.33,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-13,73,0.84,15.5,0
CH,202114,510,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27070,22609,4461,1,100,8670300,5.88,312.22,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-14,-33,-0.38,-6.1,0
CH,202115,491,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27561,22609,4952,1,100,8670300,5.66,317.88,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-15,-19,-0.22,-3.7,0
CH,202116,488,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,28049,22609,5440,1,100,8670300,5.63,323.51,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-16,-3,-0.03,-0.6,0
CH,202117,463,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,28512,22609,5903,1,100,8670300,5.34,328.85,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-17,-25,-0.29,-5.1,0
CH,202118,341,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,28853,22609,6244,1,100,8670300,3.93,332.78,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-18,-122,-1.41,-26.3,0
CH,202119,239,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29092,22609,6483,1,100,8670300,2.76,335.54,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-19,-102,-1.17,-29.9,0
CH,202120,254,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29346,22609,6737,1,100,8670300,2.93,338.47,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-20,15,0.17,6.3,0
CH,202121,155,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29501,22609,6892,1,100,8670300,1.79,340.25,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-21,-99,-1.14,-39,0
CH,202122,121,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29622,22609,7013,1,100,8670300,1.4,341.65,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-22,-34,-0.39,-21.9,0
CH,202123,78,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29700,22609,7091,1,100,8670300,0.9,342.55,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-23,-43,-0.5,-35.5,0
CH,202124,51,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29751,22609,7142,1,100,8670300,0.59,343.14,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-24,-27,-0.31,-34.6,0
CH,202125,31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,29782,22609,7173,1,100,8670300,0.36,343.49,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-25,-20,-0.23,-39.2,0
CH,202126,19,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,29801,22609,7192,1,100,8670300,0.22,343.71,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-26,-12,-0.14,-38.7,0
CH,202127,30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,29831,22609,7222,1,100,8670300,0.35,344.06,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-27,11,0.13,57.9,0
CH,202128,66,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,29897,22609,7288,1,100,8670300,0.76,344.82,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-28,36,0.41,120,0
CH,202129,93,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,29990,22609,7381,1,100,8670300,1.07,345.89,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-29,27,0.31,40.9,0
CH,202130,126,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,30116,22609,7507,1,100,8670300,1.45,347.35,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-30,33,0.38,35.5,0
CH,202131,184,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,30300,22609,7691,1,100,8670300,2.12,349.47,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-31,58,0.67,46,0
CH,202132,387,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,30687,22609,8078,1,100,8670300,4.46,353.93,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-32,203,2.34,110.3,0
CH,202133,537,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,31224,22609,8615,1,100,8670300,6.19,360.13,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-33,150,1.73,38.8,0
CH,202134,499,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,31723,22609,9114,1,100,8670300,5.76,365.88,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-34,-38,-0.43,-7.1,0
CH,202135,425,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,32148,22609,9539,1,100,8670300,4.9,370.78,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-35,-74,-0.86,-14.8,0
CH,202136,366,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,32514,22609,9905,1,100,8670300,4.22,375,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-36,-59,-0.68,-13.9,0
CH,202137,320,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,32834,22609,10225,1,100,8670300,3.69,378.7,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-37,-46,-0.53,-12.6,0
CH,202138,255,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,33089,22609,10480,1,100,8670300,2.94,381.64,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-38,-65,-0.75,-20.3,0
CH,202139,188,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,33277,22609,10668,1,100,8670300,2.17,383.8,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-39,-67,-0.77,-26.3,0
CH,202140,177,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,33454,22609,10845,1,100,8670300,2.04,385.85,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-40,-11,-0.13,-5.9,0
CH,202141,172,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,33626,22609,11017,1,100,8670300,1.98,387.83,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-41,-5,-0.06,-2.8,0
CH,202142,196,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,33822,22609,11213,1,100,8670300,2.26,390.09,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-42,24,0.28,14,0
CH,202143,254,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,34076,22609,11467,1,100,8670300,2.93,393.02,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-43,58,0.67,29.6,0
CH,202144,316,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,34392,22609,11783,1,100,8670300,3.64,396.66,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-44,62,0.71,24.4,0
CH,202145,429,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,34821,22609,12212,1,100,8670300,4.95,401.61,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-45,113,1.31,35.8,0
CH,202146,614,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,35435,22609,12826,1,100,8670300,7.08,408.69,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-46,185,2.13,43.1,0
CH,202147,749,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36184,22609,13575,1,100,8670300,8.64,417.33,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-47,135,1.56,22,0
CH,202148,883,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,37067,22609,14458,1,100,8670300,10.18,427.52,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-48,134,1.54,17.9,0
CH,202149,908,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,37975,22609,15366,1,100,8670300,10.47,437.99,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-49,25,0.29,2.8,0
CH,202150,809,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38784,22609,16175,1,100,8670300,9.33,447.32,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-50,-99,-1.14,-10.9,0
CH,202151,854,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,39638,22609,17029,1,100,8670300,9.85,457.17,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-51,45,0.52,5.6,0
CH,202152,814,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,40452,22609,17843,1,100,8670300,9.39,466.56,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2021-52,-40,-0.46,-4.7,0
CH,202201,916,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,41368,22609,18759,1,100,8670300,10.56,477.12,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-01,102,1.17,12.5,0
CH,202202,817,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,42185,22609,19576,1,100,8670300,9.42,486.55,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-02,-99,-1.14,-10.8,0
CH,202203,886,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,43071,22609,20462,1,100,8670300,10.22,496.76,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-03,69,0.8,8.4,0
CH,202204,945,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,44016,22609,21407,1,100,8670300,10.9,507.66,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-04,59,0.68,6.7,0
CH,202205,917,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,44933,22609,22324,1,100,8670300,10.58,518.24,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-05,-28,-0.32,-3,0
CH,202206,789,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,45722,22609,23113,1,100,8670300,9.1,527.34,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-06,-128,-1.48,-14,0
CH,202207,665,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,46387,22609,23778,1,100,8670300,7.67,535.01,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-07,-124,-1.43,-15.7,0
CH,202208,600,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,46987,22609,24378,1,100,8670300,6.92,541.93,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-08,-65,-0.75,-9.8,0
CH,202209,793,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,47780,22609,25171,1,100,8670300,9.15,551.08,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-09,193,2.23,32.2,0
CH,202210,934,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,48714,22609,26105,1,100,8670300,10.77,561.85,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2022-10,141,1.62,17.8,0
