date,geoRegion,ageRange,sex,cases,hosps,deaths
202017,SH,20 - 29,male,1,0,0
202017,SH,20 - 29,female,1,0,0
202017,SH,20 - 29,unknown,0,0,0
202017,SH,30 - 39,male,1,0,0
202017,SH,30 - 39,female,0,0,0
202017,SH,30 - 39,unknown,0,0,0
202017,SH,40 - 49,male,0,0,0
202017,SH,40 - 49,female,2,0,0
202017,SH,40 - 49,unknown,0,0,0
202017,SH,50 - 59,male,0,0,0
202017,SH,50 - 59,female,2,0,0
202017,SH,50 - 59,unknown,0,0,0
202017,SH,60 - 69,male,0,0,0
202017,SH,60 - 69,female,1,1,0
202017,SH,60 - 69,unknown,0,0,0
202017,SH,70 - 79,male,1,0,0
202017,SH,70 - 79,female,1,0,0
202017,SH,70 - 79,unknown,0,0,0
202017,SH,80+,male,1,1,1
202017,SH,80+,female,0,0,0
202017,SH,80+,unknown,0,0,0
202017,SH,unknown,male,0,0,0
202017,SH,unknown,female,0,0,0
202017,SH,unknown,unknown,0,0,0
202017,SO,0 - 9,male,0,0,0
202017,SO,0 - 9,female,0,0,0
202017,SO,0 - 9,unknown,0,0,0
202017,SO,10 - 19,male,0,0,0
202017,SO,10 - 19,female,0,0,0
202017,SO,10 - 19,unknown,0,0,0
202017,SO,20 - 29,male,1,0,0
202017,SO,20 - 29,female,4,0,0
202017,SO,20 - 29,unknown,0,0,0
202017,SO,30 - 39,male,0,0,0
202017,SO,30 - 39,female,1,0,0
202017,SO,30 - 39,unknown,0,0,0
202017,SO,40 - 49,male,1,1,0
202017,SO,40 - 49,female,3,0,0
202017,SO,40 - 49,unknown,0,0,0
202017,SO,50 - 59,male,5,1,0
202017,SO,50 - 59,female,4,0,0
202017,SO,50 - 59,unknown,0,0,0
202017,SO,60 - 69,male,0,0,0
202017,SO,60 - 69,female,1,1,0
202017,SO,60 - 69,unknown,0,0,0
202017,SO,70 - 79,male,1,1,2
202017,SO,70 - 79,female,0,0,0
202017,SO,70 - 79,unknown,0,0,0
202017,SO,80+,male,0,0,1
202017,SO,80+,female,1,0,1
202017,SO,80+,unknown,0,0,0
202017,SO,unknown,male,0,0,0
202017,SO,unknown,female,0,0,0
202017,SO,unknown,unknown,0,0,0
202017,SZ,0 - 9,male,0,0,0
202017,SZ,0 - 9,female,0,0,0
202017,SZ,0 - 9,unknown,0,0,0
202017,SZ,10 - 19,male,0,0,0
202017,SZ,10 - 19,female,0,0,0
202017,SZ,10 - 19,unknown,0,0,0
202017,SZ,20 - 29,male,1,0,0
202017,SZ,20 - 29,female,3,0,0
202017,SZ,20 - 29,unknown,0,0,0
202017,SZ,30 - 39,male,2,0,0
202017,SZ,30 - 39,female,2,0,0
202017,SZ,30 - 39,unknown,0,0,0
202017,SZ,40 - 49,male,1,1,0
202017,SZ,40 - 49,female,2,0,0
202017,SZ,40 - 49,unknown,0,0,0
202017,SZ,50 - 59,male,2,0,0
202017,SZ,50 - 59,female,1,0,0
202017,SZ,50 - 59,unknown,0,0,0
202017,SZ,60 - 69,male,1,0,1
202017,SZ,60 - 69,female,1,0,0
202017,SZ,60 - 69,unknown,0,0,0
202017,SZ,70 - 79,male,1,1,1
202017,SZ,70 - 79,female,0,0,0
202017,SZ,70 - 79,unknown,0,0,0
202017,SZ,80+,male,0,0,1
202017,SZ,80+,female,0,0,1
202017,SZ,80+,unknown,0,0,0
202017,SZ,unknown,male,0,0,0
202017,SZ,unknown,female,0,0,0
202017,SZ,unknown,unknown,0,0,0
202017,TG,0 - 9,male,1,0,0
202017,TG,0 - 9,female,0,0,0
202017,TG,0 - 9,unknown,0,0,0
202017,TG,10 - 19,male,0,0,0
202017,TG,10 - 19,female,0,0,0
202017,TG,10 - 19,unknown,0,0,0
202017,TG,20 - 29,male,1,0,0
202017,TG,20 - 29,female,3,0,0
202017,TG,20 - 29,unknown,0,0,0
202017,TG,30 - 39,male,0,0,0
202017,TG,30 - 39,female,2,0,0
202017,TG,30 - 39,unknown,0,0,0
202017,TG,40 - 49,male,0,0,0
202017,TG,40 - 49,female,1,0,0
202017,TG,40 - 49,unknown,0,0,0
202017,TG,50 - 59,male,0,0,1
202017,TG,50 - 59,female,2,0,0
202017,TG,50 - 59,unknown,0,0,0
202017,TG,60 - 69,male,3,1,0
202017,TG,60 - 69,female,2,0,0
202017,TG,60 - 69,unknown,0,0,0
202017,TG,70 - 79,male,0,0,0
202017,TG,70 - 79,female,1,0,0
202017,TG,70 - 79,unknown,0,0,0
202017,TG,80+,male,4,1,1
202017,TG,80+,female,1,0,1
202017,TG,80+,unknown,0,0,0
202017,TG,unknown,male,0,0,0
202017,TG,unknown,female,0,0,0
202017,TG,unknown,unknown,0,0,0
202017,TI,0 - 9,male,0,0,0
202017,TI,0 - 9,female,0,0,0
202017,TI,0 - 9,unknown,0,0,0
202017,TI,10 - 19,male,0,0,0
202017,TI,10 - 19,female,4,0,0
202017,TI,10 - 19,unknown,0,0,0
202017,TI,20 - 29,male,7,0,0
202017,TI,20 - 29,female,11,0,0
202017,TI,20 - 29,unknown,0,0,0
202017,TI,30 - 39,male,5,2,0
202017,TI,30 - 39,female,8,0,0
202017,TI,30 - 39,unknown,0,0,0
202017,TI,40 - 49,male,2,0,0
202017,TI,40 - 49,female,7,0,0
202017,TI,40 - 49,unknown,0,0,0
202017,TI,50 - 59,male,9,2,0
202017,TI,50 - 59,female,7,1,0
202017,TI,50 - 59,unknown,0,0,0
202017,TI,60 - 69,male,5,1,0
202017,TI,60 - 69,female,2,2,0
202017,TI,60 - 69,unknown,0,0,0
202017,TI,70 - 79,male,5,1,4
202017,TI,70 - 79,female,0,0,3
202017,TI,70 - 79,unknown,0,0,0
202017,TI,80+,male,10,4,7
202017,TI,80+,female,23,0,10
202017,TI,80+,unknown,0,0,0
202017,TI,unknown,male,0,0,0
202017,TI,unknown,female,0,0,0
202017,TI,unknown,unknown,0,0,0
202017,UR,0 - 9,male,0,0,0
202017,UR,0 - 9,female,0,0,0
202017,UR,0 - 9,unknown,0,0,0
202017,UR,10 - 19,male,0,0,0
202017,UR,10 - 19,female,1,0,0
202017,UR,10 - 19,unknown,0,0,0
202017,UR,20 - 29,male,0,0,0
202017,UR,20 - 29,female,1,0,0
202017,UR,20 - 29,unknown,0,0,0
202017,UR,30 - 39,male,0,0,0
202017,UR,30 - 39,female,0,0,0
202017,UR,30 - 39,unknown,0,0,0
202017,UR,40 - 49,male,0,0,0
202017,UR,40 - 49,female,0,0,0
202017,UR,40 - 49,unknown,0,0,0
202017,UR,50 - 59,male,0,0,0
202017,UR,50 - 59,female,1,0,0
202017,UR,50 - 59,unknown,0,0,0
202017,UR,60 - 69,male,0,0,0
202017,UR,60 - 69,female,0,0,0
202017,UR,60 - 69,unknown,0,0,0
202017,UR,70 - 79,male,0,0,0
202017,UR,70 - 79,female,0,0,0
202017,UR,70 - 79,unknown,0,0,0
202017,UR,80+,male,2,0,0
202017,UR,80+,female,1,0,0
202017,UR,80+,unknown,0,0,0
202017,UR,unknown,male,0,0,0
202017,UR,unknown,female,0,0,0
202017,UR,unknown,unknown,0,0,0
202017,VD,0 - 9,male,0,0,0
202017,VD,0 - 9,female,1,0,0
202017,VD,0 - 9,unknown,0,0,0
202017,VD,10 - 19,male,0,0,0
202017,VD,10 - 19,female,2,0,0
202017,VD,10 - 19,unknown,0,0,0
202017,VD,20 - 29,male,11,0,0
202017,VD,20 - 29,female,16,0,0
202017,VD,20 - 29,unknown,0,0,0
202017,VD,30 - 39,male,11,0,0
202017,VD,30 - 39,female,16,0,0
202017,VD,30 - 39,unknown,0,0,0
202017,VD,40 - 49,male,7,1,0
202017,VD,40 - 49,female,11,0,0
202017,VD,40 - 49,unknown,0,0,0
202017,VD,50 - 59,male,10,0,1
202017,VD,50 - 59,female,18,0,0
202017,VD,50 - 59,unknown,0,0,0
202017,VD,60 - 69,male,5,1,0
202017,VD,60 - 69,female,7,0,1
202017,VD,60 - 69,unknown,0,0,0
202017,VD,70 - 79,male,9,0,5
202017,VD,70 - 79,female,3,0,4
202017,VD,70 - 79,unknown,0,0,0
202017,VD,80+,male,11,3,16
202017,VD,80+,female,24,1,16
202017,VD,80+,unknown,0,0,0
202017,VD,unknown,male,0,0,0
202017,VD,unknown,female,0,0,0
202017,VD,unknown,unknown,0,0,0
202017,VS,0 - 9,male,0,0,0
202017,VS,0 - 9,female,0,0,0
202017,VS,0 - 9,unknown,0,0,0
202017,VS,10 - 19,male,0,0,0
202017,VS,10 - 19,female,1,0,0
202017,VS,10 - 19,unknown,0,0,0
202017,VS,20 - 29,male,3,0,0
202017,VS,20 - 29,female,3,0,0
202017,VS,20 - 29,unknown,0,0,0
202017,VS,30 - 39,male,3,0,0
202017,VS,30 - 39,female,6,0,0
202017,VS,30 - 39,unknown,0,0,0
202017,VS,40 - 49,male,4,0,0
202017,VS,40 - 49,female,6,0,0
202017,VS,40 - 49,unknown,0,0,0
202017,VS,50 - 59,male,5,1,1
202017,VS,50 - 59,female,8,0,0
202017,VS,50 - 59,unknown,0,0,0
202017,VS,60 - 69,male,2,0,0
202017,VS,60 - 69,female,3,1,0
202017,VS,60 - 69,unknown,0,0,0
202017,VS,70 - 79,male,5,1,2
202017,VS,70 - 79,female,1,1,2
202017,VS,70 - 79,unknown,0,0,0
202017,VS,80+,male,7,3,6
202017,VS,80+,female,9,3,11
202017,VS,80+,unknown,0,0,0
202017,VS,unknown,male,0,0,0
202017,VS,unknown,female,0,0,0
202017,VS,unknown,unknown,0,0,0
202017,ZG,0 - 9,male,0,0,0
202017,ZG,0 - 9,female,0,0,0
202017,ZG,0 - 9,unknown,0,0,0
202017,ZG,10 - 19,male,0,0,0
202017,ZG,10 - 19,female,0,0,0
202017,ZG,10 - 19,unknown,0,0,0
202017,ZG,20 - 29,male,1,0,0
202017,ZG,20 - 29,female,2,0,0
202017,ZG,20 - 29,unknown,0,0,0
202017,ZG,30 - 39,male,0,0,0
202017,ZG,30 - 39,female,2,0,0
202017,ZG,30 - 39,unknown,0,0,0
202017,ZG,40 - 49,male,1,0,0
202017,ZG,40 - 49,female,0,0,0
202017,ZG,40 - 49,unknown,0,0,0
202017,ZG,50 - 59,male,1,0,0
202017,ZG,50 - 59,female,0,0,0
202017,ZG,50 - 59,unknown,0,0,0
202017,ZG,60 - 69,male,0,0,1
202017,ZG,60 - 69,female,0,0,0
202017,ZG,60 - 69,unknown,0,0,0
202017,ZG,70 - 79,male,1,0,0
202017,ZG,70 - 79,female,0,0,0
202017,ZG,70 - 79,unknown,0,0,0
202017,ZG,80+,male,0,0,0
202017,ZG,80+,female,1,0,0
202017,ZG,80+,unknown,0,0,0
202017,ZG,unknown,male,0,0,0
202017,ZG,unknown,female,0,0,0
202017,ZG,unknown,unknown,0,0,0
202017,ZH,0 - 9,male,0,0,0
202017,ZH,0 - 9,female,1,0,0
202017,ZH,0 - 9,unknown,0,0,0
202017,ZH,10 - 19,male,0,1,0
202017,ZH,10 - 19,female,5,0,0
202017,ZH,10 - 19,unknown,0,0,0
202017,ZH,20 - 29,male,11,1,0
202017,ZH,20 - 29,female,12,0,0
202017,ZH,20 - 29,unknown,0,0,0
202017,ZH,30 - 39,male,13,1,0
202017,ZH,30 - 39,female,14,1,0
202017,ZH,30 - 39,unknown,0,0,0
202017,ZH,40 - 49,male,13,0,0
202017,ZH,40 - 49,female,15,0,0
202017,ZH,40 - 49,unknown,0,0,0
202017,ZH,50 - 59,male,6,0,0
202017,ZH,50 - 59,female,21,3,0
202017,ZH,50 - 59,unknown,0,0,0
202017,ZH,60 - 69,male,7,0,1
202017,ZH,60 - 69,female,10,3,0
202017,ZH,60 - 69,unknown,0,0,0
202017,ZH,70 - 79,male,4,1,1
202017,ZH,70 - 79,female,9,2,0
202017,ZH,70 - 79,unknown,0,0,0
202017,ZH,80+,male,8,1,3
202017,ZH,80+,female,8,1,5
202017,ZH,80+,unknown,0,0,0
202017,ZH,unknown,male,0,0,0
202017,ZH,unknown,female,0,0,0
202017,ZH,unknown,unknown,0,0,0
202017,FL,0 - 9,male,0,0,0
202017,FL,0 - 9,female,0,0,0
202017,FL,0 - 9,unknown,0,0,0
202017,FL,10 - 19,male,0,0,0
202017,FL,10 - 19,female,0,0,0
202017,FL,10 - 19,unknown,0,0,0
202017,FL,20 - 29,male,0,0,0
202017,FL,20 - 29,female,0,0,0
202017,FL,20 - 29,unknown,0,0,0
202017,FL,30 - 39,male,0,0,0
202017,FL,30 - 39,female,0,0,0
202017,FL,30 - 39,unknown,0,0,0
202017,FL,40 - 49,male,0,0,0
202017,FL,40 - 49,female,0,0,0
202017,FL,40 - 49,unknown,0,0,0
202017,FL,50 - 59,male,0,0,0
202017,FL,50 - 59,female,1,0,0
202017,FL,50 - 59,unknown,0,0,0
202017,FL,60 - 69,male,0,0,0
202017,FL,60 - 69,female,0,0,0
202017,FL,60 - 69,unknown,0,0,0
202017,FL,70 - 79,male,0,0,0
202017,FL,70 - 79,female,0,0,0
202017,FL,70 - 79,unknown,0,0,0
202017,FL,80+,male,0,0,0
202017,FL,80+,female,0,0,0
202017,FL,80+,unknown,0,0,0
202017,FL,unknown,male,0,0,0
202017,FL,unknown,female,0,0,0
202017,FL,unknown,unknown,0,0,0
202017,CH,0 - 9,male,4,0,0
202017,CH,0 - 9,female,4,0,0
202017,CH,0 - 9,unknown,0,0,0
202017,CH,10 - 19,male,11,3,0
202017,CH,10 - 19,female,34,0,0
202017,CH,10 - 19,unknown,0,0,0
202017,CH,20 - 29,male,86,3,0
202017,CH,20 - 29,female,115,0,0
202017,CH,20 - 29,unknown,0,0,0
202017,CH,30 - 39,male,75,3,0
202017,CH,30 - 39,female,97,3,0
202017,CH,30 - 39,unknown,0,0,0
202017,CH,40 - 49,male,63,5,0
202017,CH,40 - 49,female,102,1,0
202017,CH,40 - 49,unknown,0,0,0
202017,CH,50 - 59,male,89,9,5
202017,CH,50 - 59,female,122,6,1
202017,CH,50 - 59,unknown,0,0,0
202017,CH,60 - 69,male,51,13,5
202017,CH,60 - 69,female,48,10,2
202017,CH,60 - 69,unknown,0,0,0
202017,CH,70 - 79,male,43,7,23
202017,CH,70 - 79,female,33,9,16
202017,CH,70 - 79,unknown,0,0,0
202017,CH,80+,male,74,19,64
202017,CH,80+,female,116,16,78
202017,CH,80+,unknown,0,0,0
202017,CH,unknown,male,0,0,0
202017,CH,unknown,female,0,0,0
202017,CH,unknown,unknown,0,0,0
202017,CHFL,0 - 9,male,4,0,0
202017,CHFL,0 - 9,female,4,0,0
202017,CHFL,0 - 9,unknown,0,0,0
202017,CHFL,10 - 19,male,11,3,0
202017,CHFL,10 - 19,female,34,0,0
202017,CHFL,10 - 19,unknown,0,0,0
202017,CHFL,20 - 29,male,86,3,0
202017,CHFL,20 - 29,female,115,0,0
202017,CHFL,20 - 29,unknown,0,0,0
202017,CHFL,30 - 39,male,75,3,0
202017,CHFL,30 - 39,female,97,3,0
202017,CHFL,30 - 39,unknown,0,0,0
202017,CHFL,40 - 49,male,63,5,0
202017,CHFL,40 - 49,female,102,1,0
202017,CHFL,40 - 49,unknown,0,0,0
202017,CHFL,50 - 59,male,89,9,5
202017,CHFL,50 - 59,female,123,6,1
202017,CHFL,50 - 59,unknown,0,0,0
202017,CHFL,60 - 69,male,51,13,5
202017,CHFL,60 - 69,female,48,10,2
202017,CHFL,60 - 69,unknown,0,0,0
202017,CHFL,70 - 79,male,43,7,23
202017,CHFL,70 - 79,female,33,9,16
202017,CHFL,70 - 79,unknown,0,0,0
202017,CHFL,80+,male,74,19,64
202017,CHFL,80+,female,116,16,78
202017,CHFL,80+,unknown,0,0,0
202017,CHFL,unknown,male,0,0,0
202017,CHFL,unknown,female,0,0,0
202017,CHFL,unknown,unknown,0,0,0
202018,AG,0 - 9,male,0,0,0
202018,AG,0 - 9,female,3,2,0
202018,AG,0 - 9,unknown,0,0,0
202018,AG,10 - 19,male,1,0,0
202018,AG,10 - 19,female,0,0,0
202018,AG,10 - 19,unknown,0,0,0
202018,AG,20 - 29,male,3,0,0
202018,AG,20 - 29,female,1,0,0
202018,AG,20 - 29,unknown,0,0,0
202018,AG,30 - 39,male,2,0,0
202018,AG,30 - 39,female,6,0,0
202018,AG,30 - 39,unknown,0,0,0
202018,AG,40 - 49,male,6,0,0
202018,AG,40 - 49,female,2,0,1
202018,AG,40 - 49,unknown,0,0,0
202018,AG,50 - 59,male,5,0,0
202018,AG,50 - 59,female,1,1,0
202018,AG,50 - 59,unknown,0,0,0
202018,AG,60 - 69,male,1,0,0
202018,AG,60 - 69,female,2,0,0
202018,AG,60 - 69,unknown,0,0,0
202018,AG,70 - 79,male,2,1,0
202018,AG,70 - 79,female,1,0,1
202018,AG,70 - 79,unknown,0,0,0
202018,AG,80+,male,2,0,1
202018,AG,80+,female,1,2,1
202018,AG,80+,unknown,0,0,0
202018,AG,unknown,male,0,0,0
202018,AG,unknown,female,0,0,0
202018,AG,unknown,unknown,0,0,0
202018,AI,0 - 9,male,0,0,0
202018,AI,0 - 9,female,0,0,0
202018,AI,0 - 9,unknown,0,0,0
202018,AI,10 - 19,male,0,0,0
202018,AI,10 - 19,female,0,0,0
202018,AI,10 - 19,unknown,0,0,0
202018,AI,20 - 29,male,0,0,0
202018,AI,20 - 29,female,0,0,0
202018,AI,20 - 29,unknown,0,0,0
202018,AI,30 - 39,male,0,0,0
202018,AI,30 - 39,female,0,0,0
202018,AI,30 - 39,unknown,0,0,0
202018,AI,40 - 49,male,0,0,0
202018,AI,40 - 49,female,0,0,0
202018,AI,40 - 49,unknown,0,0,0
202018,AI,50 - 59,male,0,0,0
202018,AI,50 - 59,female,0,0,0
202018,AI,50 - 59,unknown,0,0,0
202018,AI,60 - 69,male,0,0,0
202018,AI,60 - 69,female,0,0,0
202018,AI,60 - 69,unknown,0,0,0
202018,AI,70 - 79,male,0,0,0
202018,AI,70 - 79,female,0,0,0
202018,AI,70 - 79,unknown,0,0,0
202018,AI,80+,male,0,0,0
202018,AI,80+,female,0,0,0
202018,AI,80+,unknown,0,0,0
202018,AI,unknown,male,0,0,0
202018,AI,unknown,female,0,0,0
202018,AI,unknown,unknown,0,0,0
202018,AR,0 - 9,male,0,0,0
202018,AR,0 - 9,female,0,0,0
202018,AR,0 - 9,unknown,0,0,0
202018,AR,10 - 19,male,0,0,0
202018,AR,10 - 19,female,0,0,0
202018,AR,10 - 19,unknown,0,0,0
202018,AR,20 - 29,male,0,0,0
202018,AR,20 - 29,female,0,0,0
202018,AR,20 - 29,unknown,0,0,0
202018,AR,30 - 39,male,0,0,0
202018,AR,30 - 39,female,0,0,0
202018,AR,30 - 39,unknown,0,0,0
202018,AR,40 - 49,male,1,1,0
202018,AR,40 - 49,female,1,0,0
202018,AR,40 - 49,unknown,0,0,0
202018,AR,50 - 59,male,0,0,0
202018,AR,50 - 59,female,0,1,0
202018,AR,50 - 59,unknown,0,0,0
202018,AR,60 - 69,male,0,0,0
202018,AR,60 - 69,female,0,0,0
202018,AR,60 - 69,unknown,0,0,0
202018,AR,70 - 79,male,0,0,0
202018,AR,70 - 79,female,0,0,0
202018,AR,70 - 79,unknown,0,0,0
202018,AR,80+,male,0,0,0
202018,AR,80+,female,0,0,0
202018,AR,80+,unknown,0,0,0
202018,AR,unknown,male,0,0,0
202018,AR,unknown,female,0,0,0
202018,AR,unknown,unknown,0,0,0
202018,BE,0 - 9,male,0,0,0
202018,BE,0 - 9,female,1,0,0
202018,BE,0 - 9,unknown,0,0,0
202018,BE,10 - 19,male,1,0,0
202018,BE,10 - 19,female,0,0,0
202018,BE,10 - 19,unknown,0,0,0
202018,BE,20 - 29,male,6,0,0
202018,BE,20 - 29,female,8,0,0
202018,BE,20 - 29,unknown,0,0,0
202018,BE,30 - 39,male,7,0,0
202018,BE,30 - 39,female,8,1,0
202018,BE,30 - 39,unknown,1,0,0
202018,BE,40 - 49,male,6,0,0
202018,BE,40 - 49,female,5,0,0
202018,BE,40 - 49,unknown,0,0,0
202018,BE,50 - 59,male,4,0,0
202018,BE,50 - 59,female,7,1,0
202018,BE,50 - 59,unknown,0,0,0
202018,BE,60 - 69,male,2,1,2
202018,BE,60 - 69,female,3,0,0
202018,BE,60 - 69,unknown,0,0,0
202018,BE,70 - 79,male,0,0,0
202018,BE,70 - 79,female,0,1,0
202018,BE,70 - 79,unknown,0,0,0
202018,BE,80+,male,1,0,1
202018,BE,80+,female,7,1,0
202018,BE,80+,unknown,0,0,0
202018,BE,unknown,male,0,0,0
202018,BE,unknown,female,0,0,0
202018,BE,unknown,unknown,0,0,0
202018,BL,0 - 9,male,0,0,0
202018,BL,0 - 9,female,0,0,0
202018,BL,0 - 9,unknown,0,0,0
202018,BL,10 - 19,male,0,0,0
202018,BL,10 - 19,female,1,0,0
202018,BL,10 - 19,unknown,0,0,0
202018,BL,20 - 29,male,2,0,0
202018,BL,20 - 29,female,1,0,0
202018,BL,20 - 29,unknown,0,0,0
202018,BL,30 - 39,male,0,0,0
202018,BL,30 - 39,female,0,0,0
202018,BL,30 - 39,unknown,0,0,0
202018,BL,40 - 49,male,0,0,0
202018,BL,40 - 49,female,2,0,0
202018,BL,40 - 49,unknown,0,0,0
202018,BL,50 - 59,male,2,0,1
202018,BL,50 - 59,female,1,0,0
202018,BL,50 - 59,unknown,0,0,0
202018,BL,60 - 69,male,2,0,0
202018,BL,60 - 69,female,1,0,0
202018,BL,60 - 69,unknown,0,0,0
202018,BL,70 - 79,male,0,0,0
202018,BL,70 - 79,female,0,0,0
202018,BL,70 - 79,unknown,0,0,0
202018,BL,80+,male,2,0,1
202018,BL,80+,female,0,0,1
202018,BL,80+,unknown,0,0,0
202018,BL,unknown,male,0,0,0
202018,BL,unknown,female,0,0,0
202018,BL,unknown,unknown,0,0,0
202018,BS,0 - 9,male,0,0,0
202018,BS,0 - 9,female,1,1,0
202018,BS,0 - 9,unknown,0,0,0
202018,BS,10 - 19,male,1,0,0
202018,BS,10 - 19,female,0,0,0
202018,BS,10 - 19,unknown,0,0,0
202018,BS,20 - 29,male,2,0,0
202018,BS,20 - 29,female,1,0,0
202018,BS,20 - 29,unknown,0,0,0
202018,BS,30 - 39,male,2,0,0
202018,BS,30 - 39,female,2,0,0
202018,BS,30 - 39,unknown,0,0,0
202018,BS,40 - 49,male,1,0,0
202018,BS,40 - 49,female,3,0,0
202018,BS,40 - 49,unknown,0,0,0
202018,BS,50 - 59,male,1,0,0
202018,BS,50 - 59,female,0,0,0
202018,BS,50 - 59,unknown,0,0,0
202018,BS,60 - 69,male,1,0,0
202018,BS,60 - 69,female,0,0,0
202018,BS,60 - 69,unknown,0,0,0
202018,BS,70 - 79,male,0,0,1
202018,BS,70 - 79,female,0,0,0
202018,BS,70 - 79,unknown,0,0,0
202018,BS,80+,male,2,1,1
202018,BS,80+,female,3,1,0
202018,BS,80+,unknown,0,0,0
202018,BS,unknown,male,0,0,0
202018,BS,unknown,female,0,0,0
202018,BS,unknown,unknown,0,0,0
202018,FR,0 - 9,male,0,0,0
202018,FR,0 - 9,female,0,0,0
202018,FR,0 - 9,unknown,0,0,0
202018,FR,10 - 19,male,0,0,0
202018,FR,10 - 19,female,1,0,0
202018,FR,10 - 19,unknown,0,0,0
202018,FR,20 - 29,male,5,0,0
202018,FR,20 - 29,female,6,0,0
202018,FR,20 - 29,unknown,0,0,0
202018,FR,30 - 39,male,2,1,0
202018,FR,30 - 39,female,2,0,0
202018,FR,30 - 39,unknown,1,0,0
202018,FR,40 - 49,male,8,0,0
202018,FR,40 - 49,female,4,0,0
202018,FR,40 - 49,unknown,0,0,0
202018,FR,50 - 59,male,6,0,0
202018,FR,50 - 59,female,2,0,0
202018,FR,50 - 59,unknown,0,0,0
202018,FR,60 - 69,male,1,1,0
202018,FR,60 - 69,female,3,0,0
202018,FR,60 - 69,unknown,0,0,0
202018,FR,70 - 79,male,2,1,1
202018,FR,70 - 79,female,2,0,0
202018,FR,70 - 79,unknown,0,0,0
202018,FR,80+,male,0,1,1
202018,FR,80+,female,18,1,0
202018,FR,80+,unknown,0,0,0
202018,FR,unknown,male,0,0,0
202018,FR,unknown,female,0,0,0
202018,FR,unknown,unknown,0,0,0
202018,GE,0 - 9,male,2,0,0
202018,GE,0 - 9,female,1,0,0
202018,GE,0 - 9,unknown,0,0,0
202018,GE,10 - 19,male,0,0,0
202018,GE,10 - 19,female,3,0,0
202018,GE,10 - 19,unknown,0,0,0
202018,GE,20 - 29,male,8,1,0
202018,GE,20 - 29,female,11,0,0
202018,GE,20 - 29,unknown,0,0,0
202018,GE,30 - 39,male,2,0,0
202018,GE,30 - 39,female,9,0,0
